source_draw_no,target_draw_no,CandidateNumber,score,engine_score,verifier_score,engine_count,engines,signatures,verifier_info
4056,4057,2176,13.21773618,1.21773618,12.0,2,E1_CROSS_PAIR_LINEAR|E4_MARKOV,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [9, 9, 1, 9], [9, 1, 0, 8], [0, 1, 0, 9]]|B=[7, 1, 7, 6] ## MARKOV_COLD_DELTA_3","{""digit_sum"": 16, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4056,4057,9007,13.21773618,1.21773618,12.0,2,E1_CROSS_PAIR_LINEAR|E4_MARKOV,"SOLVED_AFFINE|M=[[5, 3, 4, 2], [2, 0, 0, 0], [0, 2, 0, 0], [6, 2, 4, 1]]|B=[0, 0, 0, 0] ## MARKOV_COLD_DELTA_7","{""digit_sum"": 16, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4056,4057,0528,12.922566832,2.9225668320000002,10.0,2,E1_CROSS_PAIR_LINEAR|E3_POLYNOMIAL,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 0, 2, 4] ## POLY_COEFFS=[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 9, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]]","{""digit_sum"": 15, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4056,4057,2818,12.922566832,2.9225668320000002,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[3, 0, 7, 5] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [5, 6, 7, 3], [5, 2, 3, 9], [6, 2, 1, 8]]|B=[6, 9, 4, 4]","{""digit_sum"": 19, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4056,4057,6722,12.922566832,2.9225668320000002,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[0, 6, 3, 3] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [9, 1, 1, 0], [7, 9, 9, 1], [1, 9, 2, 0]]|B=[6, 8, 6, 7]","{""digit_sum"": 17, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4056,4057,7441,12.922566832,2.9225668320000002,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[1, 9, 4, 7] ## SOLVED_AFFINE|M=[[5, 3, 4, 2], [2, 0, 0, 0], [0, 2, 0, 0], [6, 2, 4, 1]]|B=[0, 0, 0, 0]","{""digit_sum"": 16, ""even"": 2, ""high"": 1, ""high_low_score"": 1.0, ""low"": 3, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4056,4057,8745,12.922566832,2.9225668320000002,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[1, 9, 6, 2] ## SOLVED_AFFINE|M=[[9, 8, 8, 8], [7, 1, 3, 0], [8, 2, 8, 7], [9, 5, 9, 2]]|B=[3, 2, 9, 0]","{""digit_sum"": 24, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4056,4057,4458,11.948377888,1.948377888,10.0,2,E1_CROSS_PAIR_LINEAR|E3_POLYNOMIAL,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [5, 6, 7, 3], [5, 2, 3, 9], [6, 2, 1, 8]]|B=[6, 9, 4, 4] ## POLY_POWER_3_MEAN_SHIFT=[5, 5, 4, 4]","{""digit_sum"": 21, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4056,4057,6367,11.948377888,1.948377888,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [1, 0, 9, 1], [1, 0, 0, 0], [0, 0, 1, 0]]|B=[0, 0, 0, 0] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [9, 1, 1, 0], [7, 9, 9, 1], [1, 9, 2, 0]]|B=[6, 8, 6, 7]","{""digit_sum"": 22, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4056,4057,8770,11.948377888,1.948377888,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 1], [3, 0, 0, 0], [0, 1, 9, 1], [1, 0, 9, 1]]|B=[0, 1, 0, 1] ## SOLVED_AFFINE|M=[[1, 9, 0, 9], [4, 1, 0, 0], [5, 2, 0, 0], [6, 0, 9, 9]]|B=[4, 9, 7, 7]","{""digit_sum"": 22, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4056,4057,7466,11.896755776,3.896755776,8.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[1, 9, 4, 7] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[1, 9, 6, 2]","{""digit_sum"": 23, ""even"": 3, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4056,4057,8078,11.896755776,3.896755776,8.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[1, 2, 9, 5] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 7, 3, 6]","{""digit_sum"": 23, ""even"": 3, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4056,4057,6660,11.845133664,5.845133664,6.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]]|B=[0, 0, 0, 0] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]]|B=[0, 0, 0, 0] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]]|B=[0, 0, 0, 0] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]]|B=[0, 0, 0, 0] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]]|B=[0, 0, 0, 0]","{""digit_sum"": 18, ""even"": 4, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 0, ""odd_even_score"": -2.0, ""sum_score"": 2.0}"
4056,4057,3841,11.21773618,1.21773618,10.0,2,E1_CROSS_PAIR_LINEAR|E4_MARKOV,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [2, 0, 9, 1], [1, 7, 3, 9], [9, 9, 1, 0]]|B=[1, 3, 5, 7] ## MARKOV_COLD_DELTA_7","{""digit_sum"": 16, ""even"": 2, ""high"": 1, ""high_low_score"": 1.0, ""low"": 3, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4056,4057,7725,10.922566832,2.9225668320000002,8.0,2,E1_CROSS_PAIR_LINEAR|E3_POLYNOMIAL,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[1, 9, 4, 7] ## POLY_POWER_3_MEAN_SHIFT=[5, 5, 4, 4]","{""digit_sum"": 21, ""even"": 1, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4056,4057,8355,10.922566832,2.9225668320000002,8.0,2,E1_CROSS_PAIR_LINEAR|E3_POLYNOMIAL,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 7, 3, 6] ## POLY_POWER_3_MEAN_SHIFT=[5, 5, 4, 4]","{""digit_sum"": 21, ""even"": 1, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4056,4057,3518,10.487094472,0.487094472,10.0,1,E4_MARKOV,MARKOV_COLD_DELTA_9 ## MARKOV_COLD_DELTA_7,"{""digit_sum"": 17, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4056,4057,5730,10.487094472,0.487094472,10.0,1,E4_MARKOV,MARKOV_COLD_DELTA_1 ## MARKOV_COLD_DELTA_9,"{""digit_sum"": 15, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,4552,39.9367272288,9.936727228799999,30.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[2, 6, 9, 9] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 6, 2, 5] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 7, 5, 0] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 8, 6, 2] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [5, 9, 9, 3], [9, 0, 0, 0], [1, 0, 0, 1]]|B=[6, 7, 3, 4]","{""digit_sum"": 16, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4057,4058,0058,17.98101816864,2.98101816864,15.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [0, 0, 0, 1], [0, 0, 0, 9], [1, 0, 1, 0]]|B=[0, 3, 2, 5] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [0, 0, 0, 1], [0, 0, 0, 9], [1, 0, 1, 0]]|B=[0, 3, 2, 5] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [0, 0, 0, 1], [0, 0, 0, 9], [1, 0, 1, 0]]|B=[0, 3, 2, 5]","{""digit_sum"": 13, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,3194,15.974690891519998,3.97469089152,12.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 6, 2, 5] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [9, 9, 1, 2], [1, 9, 0, 0], [9, 9, 2, 0]]|B=[0, 9, 0, 9] ## SOLVED_AFFINE|M=[[2, 0, 2, 4], [2, 9, 8, 6], [1, 0, 1, 2], [0, 9, 1, 1]]|B=[5, 7, 5, 0]","{""digit_sum"": 17, ""even"": 1, ""high"": 1, ""high_low_score"": 1.0, ""low"": 3, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,9290,14.981018168639999,2.98101816864,12.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 2, 6, 4] ## SOLVED_AFFINE|M=[[4, 2, 7, 9], [1, 3, 2, 3], [0, 5, 1, 6], [6, 7, 0, 9]]|B=[2, 3, 5, 1]","{""digit_sum"": 20, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4057,4058,4574,14.274406454592,2.274406454592,12.0,1,E2_SET_PROJECTOR,"SET_PROJECTOR|M=[[2, 1, 0, 0], [1, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[9, 5, 1, 8] ## SET_MEAN_SHIFT|M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[9, 0, 1, 8]","{""digit_sum"": 20, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4057,4058,0185,13.987345445759999,1.98734544576,12.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [2, 0, 0, 1], [9, 3, 0, 9], [1, 7, 9, 0]]|B=[0, 1, 7, 5] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [1, 0, 0, 9], [7, 1, 1, 0], [5, 9, 0, 9]]|B=[5, 2, 2, 1]","{""digit_sum"": 14, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4057,4058,2396,13.987345445759999,1.98734544576,12.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [4, 1, 1, 0], [6, 9, 9, 0], [5, 0, 4, 1]]|B=[3, 7, 5, 8] ## SOLVED_AFFINE|M=[[2, 0, 0, 0], [9, 0, 9, 1], [0, 0, 9, 1], [8, 0, 1, 9]]|B=[6, 3, 6, 5]","{""digit_sum"": 20, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4057,4058,2670,13.97469089152,3.97469089152,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 2, 6, 4] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 7, 5, 0]","{""digit_sum"": 15, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,4652,13.97469089152,3.97469089152,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[9, 8, 0, 0], [2, 6, 0, 9], [7, 4, 0, 2], [4, 5, 9, 8]]|B=[3, 8, 8, 9] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [5, 9, 9, 3], [9, 0, 0, 0], [1, 0, 0, 1]]|B=[6, 7, 3, 4]","{""digit_sum"": 17, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,5251,13.97469089152,3.97469089152,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[1, 2, 7, 3] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[1, 4, 4, 7]","{""digit_sum"": 13, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,9174,13.97469089152,3.97469089152,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[1, 7, 6, 8] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[2, 6, 9, 9]","{""digit_sum"": 21, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,9541,12.981018168639999,2.98101816864,10.0,2,E1_CROSS_PAIR_LINEAR|E4_MARKOV,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 2, 6, 4] ## MARKOV_STATE_TRANSITION:9541","{""digit_sum"": 19, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,1651,12.981018168639999,2.98101816864,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 6, 2, 5] ## SOLVED_AFFINE|M=[[2, 0, 0, 9], [9, 2, 9, 5], [6, 0, 1, 3], [6, 0, 0, 3]]|B=[1, 7, 8, 5]","{""digit_sum"": 13, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,6134,12.981018168639999,2.98101816864,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [1, 9, 1, 0], [8, 9, 9, 0], [1, 0, 1, 0]]|B=[1, 1, 4, 1] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [5, 9, 9, 3], [9, 0, 0, 0], [1, 0, 0, 1]]|B=[6, 7, 3, 4]","{""digit_sum"": 14, ""even"": 2, ""high"": 1, ""high_low_score"": 1.0, ""low"": 3, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4057,4058,1634,11.987345445759999,1.98734544576,10.0,2,E1_CROSS_PAIR_LINEAR|E3_POLYNOMIAL,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [9, 9, 1, 2], [1, 9, 0, 0], [9, 9, 2, 0]]|B=[0, 9, 0, 9] ## POLY_POWER_2_MEAN_SHIFT=[5, 5, 4, 5]","{""digit_sum"": 14, ""even"": 2, ""high"": 1, ""high_low_score"": 1.0, ""low"": 3, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4057,4058,4366,11.987345445759999,1.98734544576,10.0,2,E1_CROSS_PAIR_LINEAR|E3_POLYNOMIAL,"SOLVED_AFFINE|M=[[1, 0, 0, 9], [2, 0, 9, 2], [1, 0, 0, 9], [7, 0, 7, 4]]|B=[6, 1, 8, 3] ## POLY_POWER_3_MEAN_SHIFT=[5, 5, 4, 5]","{""digit_sum"": 19, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,7145,11.987345445759999,1.98734544576,10.0,2,E1_CROSS_PAIR_LINEAR|E4_MARKOV,"SOLVED_AFFINE|M=[[0, 9, 0, 0], [0, 0, 1, 0], [8, 7, 9, 1], [8, 7, 0, 2]]|B=[5, 0, 3, 9] ## MARKOV_STATE_TRANSITION:7145","{""digit_sum"": 17, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,9446,11.987345445759999,1.98734544576,10.0,2,E1_CROSS_PAIR_LINEAR|E4_MARKOV,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [0, 0, 1, 1], [3, 0, 0, 0], [3, 0, 0, 9]]|B=[6, 2, 5, 4] ## MARKOV_STATE_TRANSITION:9446","{""digit_sum"": 23, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,2287,11.987345445759999,1.98734544576,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[2, 0, 0, 0], [9, 0, 9, 1], [0, 0, 9, 1], [8, 0, 1, 9]]|B=[6, 3, 6, 5] ## SOLVED_AFFINE|M=[[2, 0, 0, 0], [9, 0, 9, 1], [0, 0, 9, 1], [8, 0, 1, 9]]|B=[6, 3, 6, 5]","{""digit_sum"": 19, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,5327,11.987345445759999,1.98734544576,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 9, 0, 0], [0, 0, 1, 0], [8, 7, 9, 1], [8, 7, 0, 2]]|B=[5, 0, 3, 9] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [9, 9, 1, 2], [1, 9, 0, 0], [9, 9, 2, 0]]|B=[0, 9, 0, 9]","{""digit_sum"": 17, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,6445,11.987345445759999,1.98734544576,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [8, 1, 9, 1], [6, 1, 0, 0], [5, 0, 9, 0]]|B=[8, 8, 4, 5] ## SOLVED_AFFINE|M=[[1, 0, 0, 1], [2, 9, 1, 2], [0, 9, 1, 8], [2, 1, 0, 3]]|B=[8, 0, 6, 7]","{""digit_sum"": 19, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,6525,11.987345445759999,1.98734544576,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[5, 0, 1, 9], [6, 0, 0, 9], [1, 0, 1, 0], [3, 0, 1, 1]]|B=[0, 2, 9, 5] ## SOLVED_AFFINE|M=[[5, 0, 1, 9], [6, 0, 0, 9], [1, 0, 1, 0], [3, 0, 1, 1]]|B=[0, 2, 9, 5]","{""digit_sum"": 18, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4057,4058,7118,11.987345445759999,1.98734544576,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [4, 1, 1, 0], [6, 9, 9, 0], [5, 0, 4, 1]]|B=[3, 7, 5, 8] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [9, 9, 1, 2], [1, 9, 0, 0], [9, 9, 2, 0]]|B=[0, 9, 0, 9]","{""digit_sum"": 17, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,7363,11.987345445759999,1.98734544576,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[2, 0, 0, 9], [9, 2, 9, 5], [6, 0, 1, 3], [6, 0, 0, 3]]|B=[1, 7, 8, 5] ## SOLVED_AFFINE|M=[[2, 0, 2, 4], [2, 9, 8, 6], [1, 0, 1, 2], [0, 9, 1, 1]]|B=[5, 7, 5, 0]","{""digit_sum"": 19, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4057,4058,8843,11.987345445759999,1.98734544576,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [4, 1, 1, 0], [6, 9, 9, 0], [5, 0, 4, 1]]|B=[3, 7, 5, 8] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [1, 0, 0, 9], [7, 1, 1, 0], [5, 9, 0, 9]]|B=[5, 2, 2, 1]","{""digit_sum"": 23, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4058,4059,5429,21.0406385320128,3.0406385320128,18.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[9, 0, 0, 9], [0, 0, 1, 1], [1, 1, 2, 3], [2, 1, 0, 0]]|B=[3, 0, 8, 5] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [7, 0, 6, 1], [7, 9, 8, 0], [4, 0, 6, 0]]|B=[5, 8, 8, 9] ## SOLVED_AFFINE|M=[[6, 0, 2, 1], [2, 0, 1, 1], [7, 0, 0, 9], [2, 9, 0, 0]]|B=[9, 4, 6, 7]","{""digit_sum"": 20, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4058,4059,5505,20.0541847093504,4.0541847093504,16.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [3, 0, 0, 0], [0, 0, 2, 1], [0, 1, 7, 9]]|B=[5, 5, 8, 3] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [3, 0, 0, 0], [0, 0, 2, 1], [0, 1, 7, 9]]|B=[5, 5, 8, 3] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [7, 0, 6, 1], [7, 9, 8, 0], [4, 0, 6, 0]]|B=[5, 8, 8, 9] ## SOLVED_AFFINE|M=[[6, 0, 2, 1], [2, 0, 1, 1], [7, 0, 0, 9], [2, 9, 0, 0]]|B=[9, 4, 6, 7]","{""digit_sum"": 15, ""even"": 1, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4058,4059,8545,18.0406385320128,3.0406385320128,15.0,2,E1_CROSS_PAIR_LINEAR|E3_POLYNOMIAL,"SOLVED_AFFINE|M=[[6, 0, 6, 6], [6, 8, 8, 1], [5, 9, 9, 1], [5, 9, 1, 2]]|B=[8, 3, 4, 3] ## SOLVED_AFFINE|M=[[6, 0, 6, 6], [6, 8, 8, 1], [5, 9, 9, 1], [5, 9, 1, 2]]|B=[8, 3, 4, 3] ## POLY_COEFFS=[[1, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3], [0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9], [0, 7, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","{""digit_sum"": 22, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
